Gene_ID	COG_category	GOs	KEGG_ko	PFAMs	InterPro_Acc	NR_Hit_ID	NR_Description	SwissProt_Hit_ID	SwissProt_Description
misc_28073	S	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	BTB,HTH_psq	IPR011333,IPR000210,-,IPR051095	XP_071531001.1	XP_071531001.1 uncharacterized protein [Panulirus ornatus]	sp|Q24174|ABRU_DROME	sp|Q24174|ABRU_DROME Protein abrupt OS=Drosophila melanogaster OX=7227 GN=ab PE=1 SV=2
misc_28077	P	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005267,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022840,GO:0022841,GO:0022842,GO:0022857,GO:0022890,GO:0030001,GO:0030322,GO:0031224,GO:0031226,GO:0034220,GO:0042391,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0065008,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662	ko:K05323,ko:K20007	Ion_trans_2	-	KAK8751834.1	KAK8751834.1 hypothetical protein OTU49_010599, partial [Cherax quadricarinatus]	-	-
misc_28078	-	-	-	-	-	-	-	-	-
misc_28079	G	-	-	CBM_2,GSDH	IPR012938,-,IPR011041,IPR011042	MED5330137.1	MED5330137.1 PQQ-dependent sugar dehydrogenase [Planctomycetota bacterium]	sp|Q9D2G9|HIPL2_MOUSE	sp|Q9D2G9|HIPL2_MOUSE HHIP-like protein 2 OS=Mus musculus OX=10090 GN=Hhipl2 PE=2 SV=2
misc_28080	-	-	-	-	-	MCY3839290.1	MCY3839290.1 hypothetical protein [Gammaproteobacteria bacterium]	-	-
misc_28081	S	-	-	DUF4174	IPR025232	UCH47326.1	UCH47326.1 MAG: DUF4174 domain-containing protein [Betaproteobacteria bacterium]	-	-
misc_28082	K	-	ko:K07729	HTH_3	IPR001387,-,IPR010982	RZS59397.1	RZS59397.1 putative transcriptional regulator [Microcella putealis]	sp|Q57720|Y272_METJA	sp|Q57720|Y272_METJA Uncharacterized HTH-type transcriptional regulator MJ0272 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0272 PE=4 SV=2
misc_28083	-	-	-	-	-	-	-	-	-
misc_28084	-	-	-	-	-	XP_071540827.1	XP_071540827.1 glutamate receptor U1-like [Panulirus ornatus]	-	-
misc_28085	P	-	ko:K05387	ANF_receptor,Lig_chan,SBP_bac_3	-	XP_071540828.1	XP_071540828.1 glutamate receptor 4-like [Panulirus ornatus]	-	-
misc_28086	G	-	ko:K02564	Glucosamine_iso,PIG-L	IPR052960,IPR006148,IPR025705,IPR004547,IPR017853,IPR037171,IPR024078,IPR003737,-,IPR029018,IPR015883	MCB0647895.1	MCB0647895.1 glucosamine-6-phosphate deaminase [Saprospiraceae bacterium]	sp|Q8AB53|Y258_BACTN	sp|Q8AB53|Y258_BACTN Putative glucosamine-6-phosphate deaminase-like protein BT_0258 OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=BT_0258 PE=3 SV=1
misc_28087	L	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772	-,IPR025668	MFZ1809088.1	MFZ1809088.1 IS1182 family transposase [Cyclobacteriaceae bacterium]	-	-
misc_28088	K	-	-	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7	IPR003313,IPR011051,IPR014710	WP_304420008.1	WP_304420008.1 cupin domain-containing protein [Profundicola chukchiensis]	-	-
misc_28089	FJ	-	-	dCMP_cyt_deam_1	IPR002125,IPR016193,-,IPR016192	NNF34711.1	NNF34711.1 nucleoside deaminase [Saprospiraceae bacterium]	sp|O59834|FCYS_SCHPO	sp|O59834|FCYS_SCHPO Probable cytosine deaminase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC965.14c PE=3 SV=1
misc_28090	L	-	ko:K11927	DEAD,Helicase_C	IPR001650,IPR014014,IPR027417,IPR011545,IPR050079,-,IPR044742,IPR014001,IPR000629	WP_345369706.1	WP_345369706.1 DEAD/DEAH box helicase [Algivirga pacifica]	sp|P25888|RHLE_ECOLI	sp|P25888|RHLE_ECOLI ATP-dependent RNA helicase RhlE OS=Escherichia coli (strain K12) OX=83333 GN=rhlE PE=1 SV=3
misc_28091	I	-	-	DUF4153	-	MEZ4939928.1	MEZ4939928.1 DUF4153 domain-containing protein [Saprospiraceae bacterium]	-	-
misc_28092	F	-	-	NUDIX	IPR054105,IPR036388,IPR036390,IPR000086,-,IPR015797	WP_255845261.1	WP_255845261.1 NUDIX hydrolase [Abyssalbus ytuae]	-	-
misc_28093	-	-	-	-	-,IPR036378	NNF32610.1	NNF32610.1 hypothetical protein [Saprospiraceae bacterium]	-	-
misc_28094	L	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772	-,IPR025668	MFZ1809088.1	MFZ1809088.1 IS1182 family transposase [Cyclobacteriaceae bacterium]	-	-
misc_28095	S	-	-	OMP_b-brl_2	IPR025665	HMQ05953.1	HMQ05953.1 outer membrane beta-barrel protein [Saprospiraceae bacterium]	-	-
misc_28096	G	-	-	Glyco_hydro_43	IPR005084,IPR046217,IPR006710,-,IPR006584,IPR023296,IPR052176,IPR008979	MDP5231550.1	MDP5231550.1 family 43 glycosylhydrolase [Cellulophaga sp.]	-	-
misc_28097	-	-	-	-	-	-	-	-	-
misc_28098	C	-	-	-	-	MFT4533442.1	MFT4533442.1 hypothetical protein [Saprospiraceae bacterium]	-	-
misc_28099	J	GO:0003674,GO:0003824,GO:0004045,GO:0016787,GO:0016788,GO:0052689,GO:0140098,GO:0140101	ko:K01056	Pept_tRNA_hydro	IPR001328,IPR018171,-,IPR036416	NNF35404.1	NNF35404.1 aminoacyl-tRNA hydrolase [Saprospiraceae bacterium]	sp|Q5LG56|PTH_BACFN	sp|Q5LG56|PTH_BACFN Peptidyl-tRNA hydrolase OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2) OX=272559 GN=pth PE=3 SV=1
misc_28100	GM	-	ko:K21572	SusD-like_3,SusD_RagB	IPR033985,IPR012944,-,IPR011990	NNF32611.1	NNF32611.1 RagB/SusD family nutrient uptake outer membrane protein [Saprospiraceae bacterium]	sp|T2KPM5|PLH38_FORAG	sp|T2KPM5|PLH38_FORAG SusD-like protein P38 OS=Formosa agariphila (strain DSM 15362 / KCTC 12365 / LMG 23005 / KMM 3901 / M-2Alg 35-1) OX=1347342 GN=BN863_22270 PE=2 SV=1
misc_28101	S	-	-	DUF2207	IPR018702,-,IPR048389	HMQ07201.1	HMQ07201.1 DUF2207 domain-containing protein [Saprospiraceae bacterium]	-	-
misc_28102	NU	-	-	DUF3108	IPR021457	NNF33852.1	NNF33852.1 DUF3108 domain-containing protein [Saprospiraceae bacterium]	-	-
misc_28103	K	-	-	Rrf2	IPR000944,IPR036388,IPR036390	MCB0692005.1	MCB0692005.1 Rrf2 family transcriptional regulator [Saprospiraceae bacterium]	-	-
misc_28104	I	-	ko:K06131	PLDc_2,PLDc_N	IPR030874,IPR022924,IPR025202,IPR001736,-,IPR027379	MFT4533613.1	MFT4533613.1 cardiolipin synthase [Saprospiraceae bacterium]	sp|Q81V75|CLS1_BACAN	sp|Q81V75|CLS1_BACAN Cardiolipin synthase 1 OS=Bacillus anthracis OX=1392 GN=cls1 PE=3 SV=1
misc_28105	E	-	-	DUF2569,DUF3857,Transglut_core	IPR038765,-,IPR019690,IPR024618	WP_372795141.1	WP_372795141.1 DUF3857 domain-containing protein [Lutibacter sp.]	-	-
misc_28106	G	-	ko:K05989	Bac_rhamnosid,Bac_rhamnosid6H,Bac_rhamnosid_C,Bac_rhamnosid_N	IPR013737,IPR008928,IPR013783,IPR036116,IPR035398,IPR008979,IPR035396,IPR008902,IPR016007,-,IPR012341	RMF30934.1	RMF30934.1 MAG: alpha-L-rhamnosidase [Bacteroidota bacterium]	sp|T2KNB2|PLH20_FORAG	sp|T2KNB2|PLH20_FORAG Alpha-L-rhamnosidase OS=Formosa agariphila (strain DSM 15362 / KCTC 12365 / LMG 23005 / KMM 3901 / M-2Alg 35-1) OX=1347342 GN=BN863_22090 PE=1 SV=2
misc_28107	E	-	-	SSF	IPR001734,-,IPR038377	NNF36256.1	NNF36256.1 Na+:solute symporter [Saprospiraceae bacterium]	sp|A8WHP3|SC5A9_DANRE	sp|A8WHP3|SC5A9_DANRE Sodium/glucose cotransporter 4 OS=Danio rerio OX=7955 GN=slc5a9 PE=2 SV=1
misc_28108	G	-	ko:K01181	CBM_4_9,Glyco_hydro_10	IPR017853,IPR044846,IPR001000,IPR026444,-	MEL6590931.1	MEL6590931.1 endo-1,4-beta-xylanase [Bacteroidota bacterium]	sp|A3DH97|RSGI6_ACET2	sp|A3DH97|RSGI6_ACET2 Anti-sigma-I factor RsgI6 OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) OX=203119 GN=rsgI6 PE=1 SV=1
misc_28109	G	-	-	CBM_6,Glyco_hydro_16	IPR050546,IPR000757,-,IPR013320	WP_235298201.1	WP_235298201.1 glycoside hydrolase family 16 protein [Portibacter marinus]	-	-
misc_28110	H	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec	IPR023997,IPR039426,IPR036942,IPR023996,IPR012910,IPR037066,IPR008969,-	NNF32612.1	NNF32612.1 TonB-dependent receptor [Saprospiraceae bacterium]	sp|T2KMI3|PLH39_FORAG	sp|T2KMI3|PLH39_FORAG TonB-dependent receptor P39 OS=Formosa agariphila (strain DSM 15362 / KCTC 12365 / LMG 23005 / KMM 3901 / M-2Alg 35-1) OX=1347342 GN=BN863_22280 PE=2 SV=1
misc_28111	M	-	ko:K13582	DUF4349	-,IPR025645	NRB63769.1	NRB63769.1 DUF4349 domain-containing protein [Saprospiraceae bacterium]	-	-
misc_28112	K	-	ko:K02529	LacI,Peripla_BP_4	IPR010982,IPR025997,IPR028082,IPR000843,-	MBK7807925.1	MBK7807925.1 LacI family DNA-binding transcriptional regulator [Saprospiraceae bacterium]	sp|P74892|SCRR_STAXY	sp|P74892|SCRR_STAXY Sucrose operon repressor OS=Staphylococcus xylosus OX=1288 GN=scrR PE=4 SV=1
misc_28113	NU	-	-	-	-	MEM9922119.1	MEM9922119.1 hypothetical protein [Bacteroidota bacterium]	-	-
misc_28114	C	-	-	Cytochrom_C,GSDH,HEAT_2	IPR011042,IPR036909,IPR009056,IPR011989,IPR013427,IPR016024,IPR011041,-,IPR055557	BGI37414.1	BGI37414.1 MAG: c-type cytochrome [Saprospiraceae bacterium]	-	-
misc_28115	P	-	-	CarbopepD_reg_2,HMA,Plug,TonB_dep_Rec	IPR039426,IPR036942,IPR036163,IPR037066,IPR008969,-	MEJ6807169.1	MEJ6807169.1 TonB-dependent receptor [Saprospiraceae bacterium]	-	-
misc_28116	S	-	-	DUF4230	IPR025324,-	NNF33853.1	NNF33853.1 DUF4230 domain-containing protein [Saprospiraceae bacterium]	-	-
misc_28117	-	-	-	-	IPR026444,-,IPR048958	MGF1637375.1	MGF1637375.1 polysaccharide lyase [Cyclobacteriaceae bacterium]	-	-
misc_28118	K	-	ko:K04761	HTH_1,LysR_substrate	IPR000847,IPR036388,IPR036390,-,IPR005119	MCB0646583.1	MCB0646583.1 LysR family transcriptional regulator [Saprospiraceae bacterium]	sp|P44418|OXYR_HAEIN	sp|P44418|OXYR_HAEIN Hydrogen peroxide-inducible genes activator OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=oxyR PE=3 SV=1
misc_28119	-	-	-	-	-	-	-	-	-
misc_28120	L	GO:0000003,GO:0000109,GO:0000715,GO:0002020,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005815,GO:0005829,GO:0005856,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006294,GO:0006457,GO:0006464,GO:0006508,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007275,GO:0007276,GO:0007283,GO:0008150,GO:0008152,GO:0009790,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010604,GO:0015630,GO:0016043,GO:0016579,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019953,GO:0022414,GO:0022607,GO:0030162,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031593,GO:0031647,GO:0031648,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032434,GO:0032436,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033554,GO:0034622,GO:0034641,GO:0036211,GO:0042176,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043900,GO:0043902,GO:0043903,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045069,GO:0045070,GO:0045732,GO:0045787,GO:0045862,GO:0046483,GO:0048232,GO:0048513,GO:0048518,GO:0048522,GO:0048524,GO:0048568,GO:0048609,GO:0048731,GO:0048856,GO:0050789,GO:0050792,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051276,GO:0051704,GO:0051716,GO:0051726,GO:0060255,GO:0061136,GO:0065003,GO:0065004,GO:0065007,GO:0065008,GO:0070013,GO:0070646,GO:0070647,GO:0070911,GO:0071704,GO:0071824,GO:0071840,GO:0071942,GO:0080090,GO:0090304,GO:0097159,GO:0140030,GO:1901360,GO:1901363,GO:1901564,GO:1901800,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:1903900,GO:1903902,GO:1990381,GO:1990391,GO:2000058,GO:2000060	ko:K10839	UBA,XPC-binding,ubiquitin	IPR015940,IPR036353,IPR029071,IPR006636,IPR000626,IPR015360,-,IPR004806,IPR009060	XP_071533431.1	XP_071533431.1 UV excision repair protein RAD23 homolog A-like isoform X1 [Panulirus ornatus]	sp|A3KMV2|RD23A_BOVIN	sp|A3KMV2|RD23A_BOVIN UV excision repair protein RAD23 homolog A OS=Bos taurus OX=9913 GN=RAD23A PE=2 SV=1
misc_28121	-	-	-	-	-	-	-	-	-
misc_28122	-	-	-	-	-	WP_437587890.1	WP_437587890.1 hypothetical protein [Sorangium sp. So ce1000]	-	-
misc_28123	-	-	-	-	IPR037523,IPR029068	MGB1014124.1	MGB1014124.1 VOC family protein [Nannocystaceae bacterium]	-	-
misc_28124	-	-	-	-	-	-	-	-	-
misc_28125	-	-	-	-	-	XP_071541845.1	XP_071541845.1 LOW QUALITY PROTEIN: uncharacterized protein [Panulirus ornatus]	-	-
misc_28126	H	-	ko:K01854	Amino_oxidase,NAD_binding_8	-,IPR002937,IPR036188	MEQ8278493.1	MEQ8278493.1 FAD-dependent oxidoreductase [Deltaproteobacteria bacterium]	-	-
misc_28127	D	-	ko:K03496	AAA_31	IPR025669,-,IPR027417,IPR050678	MBX2813851.1	MBX2813851.1 ParA family protein [Myxococcales bacterium]	sp|Q1DEM0|POMZ_MYXXD	sp|Q1DEM0|POMZ_MYXXD Cell division protein PomZ OS=Myxococcus xanthus (strain DK1622) OX=246197 GN=pomZ PE=1 SV=1
misc_28128	M	-	ko:K01784	GDP_Man_Dehyd	IPR016040,IPR044516,IPR036291,-	MCA9738501.1	MCA9738501.1 GDP-mannose 4,6-dehydratase [Gemmatimonadota bacterium]	sp|Q8NBZ7|UXS1_HUMAN	sp|Q8NBZ7|UXS1_HUMAN UDP-glucuronic acid decarboxylase 1 OS=Homo sapiens OX=9606 GN=UXS1 PE=1 SV=1
misc_28129	-	-	-	-	-	MBX2813852.1	MBX2813852.1 hypothetical protein [Myxococcales bacterium]	-	-
misc_28130	S	-	-	AHSA1	IPR013538,IPR023393,-	HKC14246.1	HKC14246.1 SRPBCC domain-containing protein [Vicinamibacteria bacterium]	-	-
misc_28131	O	-	-	AHSA1	IPR013538,IPR023393,-	HEY5094108.1	HEY5094108.1 SRPBCC family protein [Candidatus Eremiobacteraceae bacterium]	-	-
misc_28132	-	-	-	-	-	-	-	-	-
misc_28133	S	-	-	Lactamase_B_2	IPR036866,-,IPR001279	MBK6688120.1	MBK6688120.1 MBL fold metallo-hydrolase [Deltaproteobacteria bacterium]	sp|Q769K2|NAPEP_RAT	sp|Q769K2|NAPEP_RAT N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Rattus norvegicus OX=10116 GN=Napepld PE=1 SV=1
misc_28134	S	-	-	Polysacc_synt,Polysacc_synt_C	-,IPR052556,IPR002797	NNG15077.1	NNG15077.1 oligosaccharide flippase family protein [Gemmatimonadales bacterium]	sp|Q58467|Y1068_METJA	sp|Q58467|Y1068_METJA Uncharacterized membrane protein MJ1068 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1068 PE=3 SV=1
misc_28135	S	-	-	Exo_endo_phos	IPR036691,IPR005135	MEZ5459683.1	MEZ5459683.1 endonuclease/exonuclease/phosphatase family protein [Steroidobacteraceae bacterium]	-	-
misc_28136	S	-	-	Glycos_transf_2	IPR029044,-,IPR001173	MEQ9498018.1	MEQ9498018.1 glycosyltransferase family A protein [Deltaproteobacteria bacterium]	sp|P33700|EXOU_RHIME	sp|P33700|EXOU_RHIME Succinoglycan biosynthesis protein ExoU OS=Rhizobium meliloti (strain 1021) OX=266834 GN=exoU PE=3 SV=1
misc_28137	M	-	-	Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1	IPR028098,IPR001296,-,IPR050194	MEZ4414448.1	MEZ4414448.1 glycosyltransferase family 4 protein [Gemmatimonadota bacterium]	-	-
misc_28138	-	-	-	-	-	-	-	-	-
misc_28139	S	-	ko:K07114	DUF3520,VWA,vWF_A	IPR002477,IPR036365,IPR036366,IPR002035,IPR051266,IPR036465	MBI2881296.1	MBI2881296.1 VWA domain-containing protein [Candidatus Tectimicrobiota bacterium]	sp|Q55874|Y103_SYNY3	sp|Q55874|Y103_SYNY3 Uncharacterized protein sll0103 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=sll0103 PE=4 SV=1
misc_28140	C	-	ko:K00166	E1_dh	IPR001017,IPR050771,-,IPR029061	MEQ9498021.1	MEQ9498021.1 thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha [Deltaproteobacteria bacterium]	sp|P35485|ODPA_ACHLA	sp|P35485|ODPA_ACHLA Pyruvate dehydrogenase E1 component subunit alpha (Fragment) OS=Acholeplasma laidlawii OX=2148 GN=pdhA PE=4 SV=1
misc_28141	-	-	-	-	-	-	-	-	-
misc_28142	C	-	ko:K00167	Transket_pyr,Transketolase_C	IPR009014,IPR029061,-,IPR005475,IPR033248	MEQ8278488.1	MEQ8278488.1 transketolase C-terminal domain-containing protein [Deltaproteobacteria bacterium]	sp|Q5SLR3|ODBB_THET8	sp|Q5SLR3|ODBB_THET8 2-oxoisovalerate dehydrogenase subunit beta OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=TTHA0230 PE=1 SV=1
misc_28143	-	-	-	-	-	MEQ8278496.1	MEQ8278496.1 hypothetical protein [Deltaproteobacteria bacterium]	-	-
misc_28144	C	-	-	HEAT_2	IPR016024,-,IPR011989	MBX2813850.1	MBX2813850.1 hypothetical protein [Myxococcales bacterium]	-	-
misc_28145	P	-	ko:K02674,ko:K04565	Sod_Cu	-	MBV1884209.1	MBV1884209.1 hypothetical protein [Pseudomonadales bacterium]	-	-
misc_28146	H	-	-	Amino_oxidase,NAD_binding_8	-,IPR002937,IPR036188	MEQ8278495.1	MEQ8278495.1 NAD(P)/FAD-dependent oxidoreductase [Deltaproteobacteria bacterium]	-	-
misc_28147	S	-	-	DLH	IPR029058,IPR014940,IPR053145	MCD4773562.1	MCD4773562.1 alpha/beta hydrolase [Bacteroidales bacterium]	-	-
misc_28148	T	-	-	HATPase_c,HisKA_3,Reg_prop,TPR_12,Y_Y_Y	IPR036890,IPR050482,IPR003594,-,IPR011712,IPR011990	BGI36971.1	BGI36971.1 MAG: hypothetical protein Sapg1KO_30980 [Saprospiraceae bacterium]	sp|O34757|DESK_BACSU	sp|O34757|DESK_BACSU Sensor histidine kinase DesK OS=Bacillus subtilis (strain 168) OX=224308 GN=desK PE=1 SV=1
misc_28149	-	-	-	-	-	-	-	-	-
misc_28150	S	-	-	-	-	XP_071513361.1	XP_071513361.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_28151	E	GO:0000139,GO:0003674,GO:0003824,GO:0003868,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0005829,GO:0006082,GO:0006520,GO:0006558,GO:0006559,GO:0006570,GO:0006572,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009987,GO:0012505,GO:0016020,GO:0016054,GO:0016491,GO:0016701,GO:0016702,GO:0017144,GO:0019439,GO:0019752,GO:0031090,GO:0031984,GO:0042175,GO:0042737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046395,GO:0051213,GO:0055114,GO:0071704,GO:0098588,GO:0098791,GO:0098827,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902221,GO:1902222	ko:K00457	Glyoxalase	IPR037523,IPR041736,IPR029068,IPR004360,IPR041735,-,IPR005956	XP_071513276.1	XP_071513276.1 4-hydroxyphenylpyruvate dioxygenase [Panulirus ornatus]	sp|Q5BKL0|HPPD_XENTR	sp|Q5BKL0|HPPD_XENTR 4-hydroxyphenylpyruvate dioxygenase OS=Xenopus tropicalis OX=8364 GN=hpd PE=2 SV=1
misc_28154	P	GO:0000003,GO:0001505,GO:0001508,GO:0002027,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005245,GO:0005261,GO:0005262,GO:0005575,GO:0005623,GO:0005886,GO:0005891,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006836,GO:0006873,GO:0006874,GO:0006875,GO:0006887,GO:0006914,GO:0007154,GO:0007165,GO:0007204,GO:0007267,GO:0007268,GO:0007269,GO:0007275,GO:0007399,GO:0007600,GO:0007601,GO:0007602,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0007626,GO:0007632,GO:0008016,GO:0008049,GO:0008150,GO:0008152,GO:0008324,GO:0008331,GO:0008332,GO:0008344,GO:0008582,GO:0009056,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009584,GO:0009605,GO:0009628,GO:0009987,GO:0010522,GO:0010524,GO:0010646,GO:0010959,GO:0015075,GO:0015085,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0016043,GO:0016057,GO:0016192,GO:0016236,GO:0016322,GO:0016323,GO:0016324,GO:0016545,GO:0019098,GO:0019722,GO:0019725,GO:0019932,GO:0019953,GO:0021700,GO:0022008,GO:0022411,GO:0022414,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022843,GO:0022857,GO:0022890,GO:0023051,GO:0023052,GO:0023061,GO:0030001,GO:0030003,GO:0030154,GO:0030182,GO:0030534,GO:0031224,GO:0031594,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032940,GO:0032984,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0034704,GO:0035556,GO:0040008,GO:0042044,GO:0042045,GO:0042391,GO:0042551,GO:0042592,GO:0043269,GO:0043270,GO:0043933,GO:0044057,GO:0044087,GO:0044089,GO:0044237,GO:0044248,GO:0044425,GO:0044456,GO:0044459,GO:0044464,GO:0044703,GO:0045177,GO:0045202,GO:0045433,GO:0045887,GO:0045927,GO:0046873,GO:0046903,GO:0046928,GO:0048065,GO:0048468,GO:0048469,GO:0048518,GO:0048522,GO:0048609,GO:0048638,GO:0048639,GO:0048666,GO:0048699,GO:0048731,GO:0048786,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0050803,GO:0050804,GO:0050807,GO:0050877,GO:0050896,GO:0050906,GO:0050908,GO:0050953,GO:0050962,GO:0051046,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051480,GO:0051588,GO:0051606,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051899,GO:0051924,GO:0051928,GO:0051960,GO:0051962,GO:0051963,GO:0051965,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060179,GO:0060249,GO:0060341,GO:0061919,GO:0065007,GO:0065008,GO:0070050,GO:0070588,GO:0070633,GO:0070838,GO:0071695,GO:0071840,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0086010,GO:0097352,GO:0097458,GO:0098590,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0098793,GO:0098796,GO:0098797,GO:0098916,GO:0099177,GO:0099536,GO:0099537,GO:0099643,GO:1902495,GO:1903522,GO:1903530,GO:1904396,GO:1904398,GO:1990351,GO:2000026	ko:K04849	Ca_chan_IQ,GPHH,Ion_trans	IPR050599,IPR014873,IPR002048,IPR002077,IPR031649,IPR005821,-,IPR027359	XP_071552668.1	XP_071552668.1 voltage-dependent calcium channel type A subunit alpha-1 isoform X1 [Panulirus ornatus]	sp|C9D7C2|CAC1A_APIME	sp|C9D7C2|CAC1A_APIME Voltage-dependent calcium channel type A subunit alpha-1 OS=Apis mellifera OX=7460 GN=CAC PE=2 SV=1
